Time, Node_71, Node_70, Node_69, Node_68, Node_67, Node_66, Node_65, Node_64, Node_63, Node_62, Node_61, Node_60, Node_59, Node_58, Node_57, Node_56, Node_55, Node_54, Node_53, Node_52, Node_51, Node_50, Node_49, Node_48, Node_47, Node_46, Node_45, Node_44, Node_43, Node_42, Node_41, Node_40, Node_39, Node_38, Node_37, Node_36, Node_35, Node_34, Node_33, Node_32, Node_31, Node_30, Node_29, Node_28, Node_27, Node_26, Node_25, Node_24, Node_23, Node_22, Node_21, Node_20, Node_19, Node_18, Node_17, Node_16, Node_15, Node_14, Node_13, Node_12, Node_11, Node_10, Node_9, Node_8, Node_7, Node_6, Node_5, Node_4, Node_3, Node_2, 
    34.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    34.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    35.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    35.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    35.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    35.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    36.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    36.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    36.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    36.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    37.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    37.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    37.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    37.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    38.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    38.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    38.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    38.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    39.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    39.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    39.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    39.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    40.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    40.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    40.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    40.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    41.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    41.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    41.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    41.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    42.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    42.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    42.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    42.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    43.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    43.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    43.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    43.500000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    44.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
    44.000000, 71875, 70750, 37750, 8000, 18875, 32375, 32375, 175375, 18875, 24250, 21500, 123625, 97750, 147250, 111250, 35000, 5375, 45875, 64750, 146125, 56625, 159625, 85375, 91750, 184375, 91000, 62000, 101125, 83125, 21500, 41500, 29625, 116875, 5375, 110125, 5375, 177625, 83125, 88750, 138250, 37750, 87625, 8000, 105625, 10750, 32375, 29625, 26875, 10750, 37750, 21500, 65125, 10750, 113375, 51250, 133750, 141625, 150625, 26875, 62000, 51250, 73000, 35000, 195625, 70125, 80875, 152875, 67375, 5375, 168625, 
